Title,Author,Year,Updated,Tags
"Орфография оригинала",Izyum,2002,"11/29/2017 - 01:35",
"Степные песни","Georgy Zherdev, Yuri Ksilin, Yevgeniy Yepachintsev, Nikita Negin",2002,"11/29/2017 - 01:35",
Время,"Aleksander Dashevsky",2002,"11/28/2017 - 02:08",
"В метро (и снаружи). Наблюдения","Sergey Vlasov, Georgy Zherdev",2002,"11/29/2017 - 01:38","multimedia, application, executable"
Tristano,"Nanni Balestrini",1966,"11/20/2017 - 16:15",
"Tape Mark II","Nanni Balestrini",1963,"11/20/2017 - 16:16",
"Collected Works (2008-2016)","Bruno Ministro",2017,"12/28/2017 - 19:48",
"The Elder Scrolls: Skyrim",,2011,"10/01/2019 - 14:53","adventure game, RPG, commercial console videogame, narrative game, role-playing game, medieval, video game"
"World of Warcraft",,2004,"10/31/2018 - 10:53","adventure game, online game, RPG, MMORPG, fantasy, Digital"
"Zonder Handen","Micha Hamel, Demian Albers",2014,"11/13/2017 - 10:13","AR, Oculus Rift Virtual Reality, 3D, animated poetry, vertigo, Wittgenstein, thinking process, self-reflexive, room, disintegrating objects"
Lokroep,"Micha Hamel, Demian Albers",2016,"11/13/2017 - 10:12","Oculus Rift Virtual Reality, animated poetry, 3D, space, experience, seduction, voice, planets, biomimicry, lure"
SKAM,"Julie Andem",2017,"11/12/2018 - 15:55","video, serie, fiction, SKAM, Norwegian, characters, blog, social media, HTML, Digital, messenger, young adult, creative storytelling"
"The Poetry Machine","Ursula Andkjær Olsen, Martin Campostrini, Jonas Fritsch, Søren Bro Pold, Allan Thomsen Volhøj, Malte Stavning Erslev",2017,"11/04/2018 - 16:38","installation, combinatory, book, kinetic poetry, constraint, interface, rewriting"
"Coal: First Seam","Kenneth Sherwood",2009,"10/28/2017 - 04:18",
"Mass Effect",,2007,"11/12/2019 - 15:28","narrative game, story, choices, action, interactive game, game, multiple endings, role-playing game"
Observer,,2017,"11/12/2019 - 15:43","narrative game, story, cyberpunk, horror, walking sim, mystery, game, choices"
"What remains of Edith Finch?",,2017,"11/12/2019 - 15:42","video game, narrative game, story, walking sim"
Nostranger,,2016,"11/12/2019 - 15:36","narrative game, story, conversation game, interactive game"
Firewatch,,2016,"11/12/2019 - 15:40","narrative game, story, walking sim, adventure game, mystery, video game, dialogue"
"The Last of Us",,2013,"11/12/2019 - 15:34","narrative game, story, zombies, game, violence, apocalyptic"
"Late Shift",,2017,"11/12/2019 - 15:42","narrative game, story, interactive, game, film"
"Life is Strange: Before the Storm",,2017,"11/12/2019 - 15:42","video game, narrative game, story, multiple endings"
"WARHAMMER II",,2017,"11/12/2019 - 15:41","narrative game, story, multiple endings, game"
"Unlucky Seven",,2018,"11/12/2019 - 15:43","narrative game, story"
Storyman,,,"11/13/2018 - 19:39","narrative game"
"Grim Fandango",,1998,"10/24/2017 - 15:28","narrative game, story, graphic adventure, adventure game"
"FIFA 18",,2017,"11/12/2019 - 15:42","video game, narrative game, story, choices, multiple endings, sport, football, soccer, game"
"Red Dead Redemption",,2010,"11/12/2019 - 15:29","story, narrative game, moral choices, crime, western, choices, open world, game, violence"
"Grand Theft Auto: San Andreas",,2004,"11/12/2019 - 15:25","story, narrative game, crime, open world, game, violence"
"Tales from the Borderlands",,2014,"11/12/2019 - 15:35","story, narrative game, episodic, science fiction, comedy, choices, point-and-click, video game, episodic fiction, adventure, adventure game, multiple endings"
"Grand Theft Auto IV",,2008,"11/12/2019 - 15:28","story, narrative game, action, adventure game, crime, multiple endings, game, violence"
"Fallout 3",,2008,"11/12/2019 - 15:29","story, narrative game, multiple endings, choices, role-playing game, apocalypse, game, violence"
"Game of Thrones",,2014,"11/12/2019 - 15:35","narrative game, medieval, episodic, dialogue, choices, multiple endings, story, point-and-click, game, violence, episodic fiction, adventure, adventure game, action, fantasy, RPG"
"Fallout 4",,2015,"11/12/2019 - 15:36","narrative game, role-playing game, adventure, apocalypse, choices, multiple endings, story, video game, violence"
"Grand Theft Auto V",,2013,"11/12/2019 - 15:34","narrative game, open world, adventure, crime, story, game, violence, multiple endings, choices"
"The Witcher 3: Wild Hunt",,2015,"11/12/2019 - 15:36","narrative game, medieval, story, choices, multiple endings, ethics, role-playing game, video game, open world, violence, adventure"
"The Walking Dead",,2012,"11/12/2019 - 15:34","narrative game, interactive, story, zombies, apocalypse, episodic, point-and-click, game, violence, adventure, adventure game"
"The last novel","David Markson",2007,"10/17/2017 - 14:55",
"The Age of the Crisis of Man: Thought and Fiction in America, 1933-1973","Mark Greif",2015,"10/16/2017 - 16:31",
"West of Sunset","Stewart O'Nan",2015,"10/16/2017 - 16:07",
"Memorias y caminos","Jaime Alejandro Rodríguez",2016,"10/16/2017 - 15:24","interacitve, interactive literary art, (virtual)  performance art"
"Rules that Order the Reading of Clouds","Ana Cavic, Sally Morfill",2016,"10/16/2017 - 15:25","screening, animated poetry, drawing, digital animation"
"the space between us","David Horvitz",2015,"10/16/2017 - 13:45","digital art, applications, geo-locative, navigation"
"A Narrated Portrait","Eileen Hogan",2013,"10/16/2017 - 13:15","artist book, page turning, digital art"
"The Pond at Deuchar","Helen Douglas",2013,"10/16/2017 - 13:46","artist book, digital art, scrolling"
"Boromir Death Simulator","Atul Varma",2003,"06/06/2019 - 21:04","simulator, lotr, lord of the rings, orc, dnd, dungeon, dragon, text-based, death, The Fellowship of the Ring, war"
"Material Studies","Claire Donato",2017,"10/26/2017 - 11:03","Material Studies, performance, ELO 2017 conference, art and video, vegan, feminist, meat industry, sharingplatform"
"Digital Ream","Nick Montfort",2007,"09/25/2017 - 15:17","ream, one-syllable word, digital poetry, The Raven, Edgar Allan Poe"
"Hypertext Markets: a Report from Italy","Walter Vannini",1995,"09/22/2017 - 12:45",
"Nightmares for Children","Tony Vieira",2017,"11/04/2018 - 12:35","ELO 2017 conference, Tony Vieira, Nightmares for Children, AR"
"The Multiples Lives of Walter B.","Hartmut Koenitz",2015,"09/14/2017 - 18:35","Walter Benjamin, ELO 2017 conference, ELO 2015, Hartmut Koenitz"
"The Sappho Syndrome: Concerns in Preserving Works of Born-Digital Media","Dene Grigar",,"09/14/2017 - 16:38",
"Vociferar contra","Américo Rodrigues",2017,"11/04/2018 - 17:07","performance, sound poetry"
"A Brief History of Loss","David Hall",2016,"11/30/2017 - 14:10","performance, translation, code analysis"
"Throwing Exceptional Messages","Peter Wildman",2017,"11/04/2018 - 16:57","live performance"
"Throwing Exceptional Messages","Peter Wildman",2017,"09/11/2017 - 14:01",codework
"Translating the Untranslatable","Penny Florence",2017,"11/04/2018 - 16:59","digital poem, video poem, translation"
"LAMENT (The Mine Has Been Opened Up Well)","Judd Morrissey, Jennifer Scappettone, Abraham Avnisan",2017,"09/11/2017 - 13:10",performance
"DO IT","Serge Bouchardon",2016,"10/17/2020 - 14:07","application, android, iOS, interactive narrative, feedback, interactive experiences, interactive, shake, tap"
"Ouroboros and Jabberwock","Stuart Moulthrop, Deena Larsen",2017,"11/04/2018 - 12:50","poetry, parody, game, discussion, Lewis Carroll, jabberwock, audio, remix, allusion, appropriation, rewriting, performance"
"Salt Immortal Sea","John Thomas Murray, Joellyn Rock, Mark C. Marino",2017,"10/17/2020 - 13:54","exploration, travel, refugee, choice, reading, interaction, international, stories, explosion, secrets, global crisis, misfortune, Odyssues"
"Turn on Literature","Martin Campostrini, Ørjan Persen, Dragos Marinoiu, Ann Luther Torp, Allan Thomsen Volhøj, Anne Juul Andersen, Margrete Rasmussen, Morten Langeland",2017,"11/04/2018 - 17:06","literature machine, e-lit, library"
"The Hater’s History of Polish Literature","Piotr Marecki, Leszek Onak",2017,"11/04/2018 - 16:31","chatbot, polish literature, rewriting, critic"
"Lil’ Red","Brian Main",2013,"09/11/2017 - 09:46","remake, anime, animation, tablet, interactive, interactive story, Little Red Riding Hood, children e-lit, app, apps, children apps"
Flewn,"Gabriel Smetzer",2016,"09/11/2017 - 10:39","game mode, game, story, music, animation, video, text, app, book app, children e-lit"
Boum!,"Jean-Jacques Birgé, Mikaël Cixous",2015,"12/03/2018 - 15:50","tablet, ipad, children e-lit, wordless narrative, horizontal scroll, linear, linear story, interactive, music, paintings"
dadaoverload,"Beat Suter, René Bauer",2017,"11/03/2018 - 22:15","twitterbot, dada, sharingplatform, recombination, twitter"
"Mind Machine","Otso Huopaniemi, Pilvari Pirtola",2017,"11/10/2017 - 21:48","intersemiotic, electronic literature, machine translation"
Loominary,"Anne Sullivan, Joshua McCoy, Sarah Hendricks",2017,"11/13/2017 - 10:15","visual narrative, twine, player narrative, monitor, weaving"
"Intimate Fields","Helen J Burgess, Margaret Simon",2017,"11/04/2018 - 11:24","NFC, display, twitter, internet access, electrical outlet, love, rewriting"
"Andromeda and Eliza","Anastasia Salter, Deena Larsen",2017,"10/29/2019 - 15:40","interactive fiction, hypertext, eliza, greek mythology, morality, agency, femininity"
"Nightmares for Children","Tony Vieira",2017,"11/04/2018 - 12:35","Oculus Rift Virtual Reality, virtual reality, e-lit, AR"
Wallpaper,"Andy Campbell, Judi Alston",2017,"10/17/2020 - 14:42","interactive, fiction, digital fiction, virtual reality, PJ Sanders"
"Dream Garden","Matt Roberts, Terri Witek, Michael Branton",2017,"11/10/2017 - 21:59","installation, reality project, political space, philosophical space"
"The Multiple Lives of Walter B.","Hartmut Koenitz",2017,"11/04/2018 - 16:37","installation, virtual biography, Walter Benjamin, interactive"
Ten,"Stella-Charles Fisher",2017,"10/26/2017 - 11:32","musical.ly, snapchat, instagram, storify, elit for kids, children e-lit, calendar interface, memoir, sharingplatform"
"Augmented beasts: AR pop-up book","Wallace Edwards",2017,"09/05/2017 - 13:24","augmented reality, AR, ipad, beasts, children e-lit"
Breathe,"Peter Wildman",2011,"09/11/2017 - 13:50","mobile phone, social networks"
"Dark Matter","Simon Biggs",2017,"09/22/2017 - 10:43","digital projection, multi-agent interaction, cultural dark matter, textual material"
Spot,"David Wiesner",2016,"09/11/2017 - 11:22","application, iOS, visual aesthetic"
"Image fantôme","Lucile Haute, Nicolas Sordello",2010,"09/05/2017 - 13:33","facebook, performance, image, fantôme, French"
"Come Together Now","Peter Wildman",2010,"09/11/2017 - 13:37",sound
"101, Performance with a Mediapoetry Beads","Natalia Fedorova, Taras Mashtalir",,"10/07/2017 - 23:38","performance, mediapoetry, symbolic, art"
"Postcards From Google Earth","Clement Valla",,"09/05/2017 - 13:42",
MiddleEnglishLem,"Raoul Karimow",2016,"10/29/2018 - 13:32","Modern English, MiddleEnglishLem, hybtid algorithm, Kelsinki Corpus, diachronic corpus, orthographic, dictionaries, speech, diachronic corpora, English"
"Snapchat elit","Harriet Fisher",2017,"10/26/2017 - 10:43","snapchat, elit for kids, children e-lit, sharingplatform"
"Pocket Poetry","Anna Tolkacheva",2017,"11/09/2020 - 14:10","installation, media poetry, interactive, poetry objects, microcontrollers"
"Common Spaces","Luís Leite, Rui Torres, Luís Aly",2017,"09/22/2017 - 10:42","interface, live-performance, applications, spatial, collaborative platform, physical interaction, multi-sensorial, hand gestures, vision, camera, microphone, communications"
"All Hands Meeting","Ian Hatcher",2017,"09/07/2017 - 16:28","live performance, conceptual, human-machine-relation, synthetic voice, app, poem, political movement, site-specific"
"El Poema que Cruzò el Atlántico","María Mencía",2017,"09/12/2018 - 14:44","Spanish Civil War, Winnipeg, Chile, Pablo Neruda, narrative, digital poetry, map"
"200 Castles","Caitlin Fisher",2014,"08/26/2019 - 12:33","Vuforia, ipad, magical, domestic, memory, photos, augmented reality, audio, interactive, camera"
"18 Cadence","Aaron A. Reed",2013,"11/09/2020 - 14:10","interactive, texton, narrative, interactive narrative, hypertext, explore, stories, creative storytelling"
"(N)(P)OVO / META(N)(P)OVO","Diogo Marques, Valter Ramos",2015,"11/19/2018 - 23:58","Portuguese experimental poetry, Experimental Interface, art and video projects, video poem"
"Alice 3.0","Diogo Marques, Bruno Martins",2013,"07/27/2017 - 12:19","Experimental Interface, touch, screen, interface criticism, experimentalism"
"PONTOS: uma recombinação textual intermedial e transpoética","Diogo Marques, Carolina Martins, Nuno Miguel Neves, João Santa Cruz",2016,"11/14/2018 - 14:40","e-poetry, digital poem, combinatory poetry, tactility, Portuguese experimental poetry"
"Eurorun (Serbo-Croatian)","Ziga Turk, Matevž Kmet, Barbara Zeleznik, Igor Bizjak, Samo Fosnaric",1985,"06/19/2017 - 11:15","hypertext, adventure game"
"Whispering Galleries","Amaranth Borsuk, Brad Bouse",2014,"06/23/2017 - 10:45","poetry, text erasure, born-digital poetics, interactive"
"Apartments, section three","Aaron Tucker",2010,"06/16/2017 - 04:28",poetry
Punchlines,"Aaron Tucker",2015,"06/15/2017 - 21:59",poetry
"Shandean Ambles","Deena Larsen",2005,"06/12/2017 - 13:39","Laurence Sterne, parody, hypertext"
"POP! The First Human Male Pregnancy","Lee Mingwei, Virgil Wong",1999,"06/12/2017 - 13:44",parody
"The Dice Player","Nissmah Roshdy, Mahmoud Darwish",2013,"08/23/2018 - 13:38","animated poetry, Palestine, audio, music, voice, poetry, sharingplatform"
"The Bible Went Down With The Birdie Jean: an elegy","Randy R. Potts",2016,"10/26/2017 - 10:48","homosexual, memoir, gay, LGBTfamilies, Oklahomo, lgbt, mithli, queer, Christianity, Oral Roberts, instagram, sharingplatform"
"Mark Ditto Mark","Adam Sulzdorf-Liszkiewicz, Lucas Miller",2014,"05/09/2017 - 18:16","browser, web browsers, extension, conceptual art"
"Poetry is Just Words in the Wrong Order","Jazra Khaleed, Timos Alexandropoulos, Antonis Kalagkatsis",2015,"10/26/2017 - 11:36","poetry, improvisation, experimentation, randomness, social practice, anti-narrative, twitter, Arab women, sound art, data prediction, sharingplatform"
Objects,"Liliana Vasques",2016,"10/26/2017 - 10:39","digital poem, e-poetry, digital poetry, combinatory poetry, random poetry, domestic violence, assassinated women, women's rights, sharingplatform"
"They Have Large Eyes and Can See In All Directions","Benjamin Laird",2013,"04/08/2017 - 20:54","appropriation, digital poetry, 3D"
"Spider and Web","Andrew Plotkin",1998,"11/22/2019 - 23:02","interactive fiction, spy story, flashbacks, interrogation, mystery, futuristic"
"Una Página de Babel","Nick Montfort",2015,"06/19/2017 - 10:22","Borges, babel, kinetic poetry, glyph, digital poetry, computational poetry"
"⌰ [Total Runout]","Ian Hatcher",2015,"03/22/2017 - 18:45","digital poetry, kinetic poetry, sound poetry, performance, black box, control, surveillance, wikileaks"
"Mon voisin","Marie Dorléans",2012,"03/17/2017 - 14:38",
"La grande fabrique de mots","Agnès de Lestrade, Valeria Docampo",2013,"03/17/2017 - 14:40","children apps, kid e-lit"
". ] quinquilharia [ >","Bruno Ministro",2014,"04/22/2019 - 19:44","visual poetry, combinatorial, search engine, broken data"
"Nigerian Prince!","Bruno Ministro",2016,"03/17/2017 - 14:37","combinatory poetics, poetry generators; text generators;"
